Analyzer:;PQM-711 (BS0109);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recording start: ;2019-10-17 10:50:00.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recording stop: ;25.10.2019 13:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;(UTC+2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flag:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E - event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P - PLL no synchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G - GPS no synchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T - time resynchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A - A/D overflow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;'E';'P';'G';'T';'A';Date      ;Time (UTC+2);THD U L1 avg [%];THD U L2 avg [%];THD U L3 avg [%];U H 1 L1 avg [V];U H 2 L1 avg [V];U H 3 L1 avg [V];U H 4 L1 avg [V];U H 5 L1 avg [V];U H 6 L1 avg [V];U H 7 L1 avg [V];U H 8 L1 avg [V];U H 9 L1 avg [V];U H 10 L1 avg [V];U H 11 L1 avg [V];U H 12 L1 avg [V];U H 13 L1 avg [V];U H 14 L1 avg [V];U H 15 L1 avg [V];U H 16 L1 avg [V];U H 17 L1 avg [V];U H 18 L1 avg [V];U H 19 L1 avg [V];U H 20 L1 avg [V];U H 21 L1 avg [V];U H 22 L1 avg [V];U H 23 L1 avg [V];U H 24 L1 avg [V];U H 25 L1 avg [V];U H 26 L1 avg [V];U H 27 L1 avg [V];U H 28 L1 avg [V];U H 29 L1 avg [V];U H 30 L1 avg [V];U H 31 L1 avg [V];U H 32 L1 avg [V];U H 33 L1 avg [V];U H 34 L1 avg [V];U H 35 L1 avg [V];U H 36 L1 avg [V];U H 37 L1 avg [V];U H 38 L1 avg [V];U H 39 L1 avg [V];U H 40 L1 avg [V];U H 41 L1 avg [V];U H 42 L1 avg [V];U H 43 L1 avg [V];U H 44 L1 avg [V];U H 45 L1 avg [V];U H 46 L1 avg [V];U H 47 L1 avg [V];U H 48 L1 avg [V];U H 49 L1 avg [V];U H 50 L1 avg [V];U H 1 L2 avg [V];U H 2 L2 avg [V];U H 3 L2 avg [V];U H 4 L2 avg [V];U H 5 L2 avg [V];U H 6 L2 avg [V];U H 7 L2 avg [V];U H 8 L2 avg [V];U H 9 L2 avg [V];U H 10 L2 avg [V];U H 11 L2 avg [V];U H 12 L2 avg [V];U H 13 L2 avg [V];U H 14 L2 avg [V];U H 15 L2 avg [V];U H 16 L2 avg [V];U H 17 L2 avg [V];U H 18 L2 avg [V];U H 19 L2 avg [V];U H 20 L2 avg [V];U H 21 L2 avg [V];U H 22 L2 avg [V];U H 23 L2 avg [V];U H 24 L2 avg [V];U H 25 L2 avg [V];U H 26 L2 avg [V];U H 27 L2 avg [V];U H 28 L2 avg [V];U H 29 L2 avg [V];U H 30 L2 avg [V];U H 31 L2 avg [V];U H 32 L2 avg [V];U H 33 L2 avg [V];U H 34 L2 avg [V];U H 35 L2 avg [V];U H 36 L2 avg [V];U H 37 L2 avg [V];U H 38 L2 avg [V];U H 39 L2 avg [V];U H 40 L2 avg [V];U H 41 L2 avg [V];U H 42 L2 avg [V];U H 43 L2 avg [V];U H 44 L2 avg [V];U H 45 L2 avg [V];U H 46 L2 avg [V];U H 47 L2 avg [V];U H 48 L2 avg [V];U H 49 L2 avg [V];U H 50 L2 avg [V];U H 1 L3 avg [V];U H 2 L3 avg [V];U H 3 L3 avg [V];U H 4 L3 avg [V];U H 5 L3 avg [V];U H 6 L3 avg [V];U H 7 L3 avg [V];U H 8 L3 avg [V];U H 9 L3 avg [V];U H 10 L3 avg [V];U H 11 L3 avg [V];U H 12 L3 avg [V];U H 13 L3 avg [V];U H 14 L3 avg [V];U H 15 L3 avg [V];U H 16 L3 avg [V];U H 17 L3 avg [V];U H 18 L3 avg [V];U H 19 L3 avg [V];U H 20 L3 avg [V];U H 21 L3 avg [V];U H 22 L3 avg [V];U H 23 L3 avg [V];U H 24 L3 avg [V];U H 25 L3 avg [V];U H 26 L3 avg [V];U H 27 L3 avg [V];U H 28 L3 avg [V];U H 29 L3 avg [V];U H 30 L3 avg [V];U H 31 L3 avg [V];U H 32 L3 avg [V];U H 33 L3 avg [V];U H 34 L3 avg [V];U H 35 L3 avg [V];U H 36 L3 avg [V];U H 37 L3 avg [V];U H 38 L3 avg [V];U H 39 L3 avg [V];U H 40 L3 avg [V];U H 41 L3 avg [V];U H 42 L3 avg [V];U H 43 L3 avg [V];U H 44 L3 avg [V];U H 45 L3 avg [V];U H 46 L3 avg [V];U H 47 L3 avg [V];U H 48 L3 avg [V];U H 49 L3 avg [V];U H 50 L3 avg [V]
;;   ;   ;   ;   ;   ;17.10.2019;21:10:00.112;1,51;1,42;1,41;236,98;0,0252;0,4276;0,0377;3,0558;0,088;1,6851;0,0252;0,2515;0,0377;0,3898;0,0252;0,1635;0,0252;0,0755;0,0377;0,3144;0,0252;0,3521;0,0252;0,0503;0,0252;0,0629;0,0126;0,0629;0,0252;0,0377;0,0252;0,0503;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0126;0,0126;0,0252;0;0,0252;0;0,0126;0;0,0126;0;0,0126;0;237,72;0,0503;0,3521;0,0503;2,8797;0,0377;1,5845;0,0629;0,1761;0,0377;0,4276;0,0377;0,1886;0,0252;0,1635;0,0377;0,1761;0,0377;0,3018;0,0252;0,1383;0,0252;0,0755;0,0252;0,0503;0,0252;0,0755;0,0252;0,0629;0,0126;0,0377;0,0126;0,0126;0,0126;0,0377;0,0126;0,0126;0,0126;0,0126;0,0126;0,0252;0;0,0126;0,0126;0,0126;0;0,0126;0;0,0126;0;237,72;0,0252;0,3773;0,088;2,6911;0,0252;1,7857;0,0377;0,3395;0,0252;0,4024;0,0126;0,1383;0,0126;0,1383;0,0252;0,1509;0,0252;0,1635;0,0252;0,5156;0,0126;0,1509;0,0252;0,1132;0,0252;0,1006;0,0126;0,1006;0,0126;0,0126;0,0126;0,0377;0,0126;0,0503;0,0126;0,0377;0,0126;0,0252;0,0126;0,0377;0;0,0126;0,0126;0,0252;0;0,0126;0;0,0126;0
;;   ;   ;   ;   ;   ;17.10.2019;21:20:00.045;1,53;1,43;1,38;237,51;0,0252;0,4032;0,0378;3,0492;0,0882;1,7892;0,0126;0,2646;0,0252;0,3654;0,0252;0,189;0,0252;0,063;0,0378;0,3654;0,0252;0,3654;0,0252;0,063;0,0252;0,1008;0,0126;0,0504;0,0252;0,0378;0,0252;0,0504;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0;0,0252;0;0,0126;0;0,0126;0;0,0126;0;238,18;0,0378;0,4158;0,0504;2,8602;0,0252;1,6632;0,063;0,2394;0,0378;0,378;0,0378;0,1638;0,0252;0,1512;0,0252;0,189;0,0378;0,315;0,0252;0,1638;0,0252;0,126;0,0252;0,0882;0,0252;0,0882;0,0252;0,0504;0,0126;0,0504;0,0126;0,0126;0,0126;0,0378;0,0126;0,0126;0,0126;0,0126;0,0126;0,0252;0;0,0126;0,0126;0,0126;0;0,0126;0;0,0126;0;238,14;0,0378;0,4158;0,0756;2,6082;0,0252;1,7766;0,0504;0,2646;0,0252;0,3402;0,0252;0,126;0,0126;0,1638;0,0252;0,2394;0,0252;0,2394;0,0252;0,4536;0,0252;0,1638;0,0252;0,1008;0,0252;0,0756;0,0126;0,0882;0,0126;0,0252;0,0126;0,0252;0,0126;0,0504;0,0126;0,0378;0,0126;0,0378;0,0126;0,0378;0;0,0126;0;0,0252;0;0,0252;0;0,0126;0
;;   ;   ;   ;   ;   ;17.10.2019;21:30:00.184;1,49;1,42;1,41;238,17;0,0252;0,3533;0,0379;3,0034;0,0757;1,7162;0,0252;0,2145;0,0379;0,265;0,0252;0,101;0,0252;0,0883;0,0379;0,3281;0,0379;0,4291;0,0252;0,101;0,0252;0,0379;0,0126;0,0631;0,0252;0,0631;0,0126;0,0757;0,0126;0,0252;0,0126;0,0252;0,0126;0,0379;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0;0,0252;0;0;0;0,0126;0;0,0126;0;238,61;0,0505;0,3281;0,0505;2,8646;0,0379;1,6658;0,0505;0,2398;0,0379;0,3281;0,0379;0,1514;0,0252;0,1641;0,0379;0,101;0,0379;0,3029;0,0252;0,1514;0,0126;0,1514;0,0252;0,0883;0,0252;0,0631;0,0252;0,0631;0,0126;0,0379;0,0126;0,0126;0,0126;0,0505;0,0126;0,0126;0,0126;0,0126;0,0126;0,0252;0;0,0126;0,0126;0,0126;0,0126;0,0126;0;0,0126;0;238,66;0,0379;0,4291;0,0757;2,6753;0,0252;1,855;0,0379;0,2902;0,0379;0,3407;0,0252;0,1388;0,0126;0,1388;0,0252;0,1893;0,0252;0,2145;0,0252;0,4038;0,0126;0,2145;0,0252;0,1767;0,0252;0,0883;0,0126;0,1262;0,0126;0,0252;0,0126;0,0252;0;0,0631;0,0126;0,0379;0,0126;0,0252;0,0126;0,0379;0;0,0126;0;0,0126;0;0,0126;0;0,0126;0
;;   ;   ;   ;   ;   ;17.10.2019;21:40:00.040;1,54;1,49;1,49;238,12;0,0252;0,3154;0,0379;3,1797;0,0631;1,6403;0,0379;0,2145;0,0379;0,2145;0,0252;0,1136;0,0126;0,1262;0,0379;0,4669;0,0379;0,5426;0,0252;0,0883;0,0126;0,0757;0,0126;0,0379;0,0252;0,0631;0,0126;0,0883;0,0126;0,0379;0,0126;0,0252;0,0126;0,0252;0,0126;0,0379;0,0126;0,0252;0,0126;0,0126;0;0,0126;0;0;0;0,0126;0;0,0126;0;238,48;0,0631;0,3028;0,1136;3,0535;0,0505;1,6908;0,0883;0,1893;0,0379;0,3028;0,0379;0,1514;0,0379;0,164;0,0379;0,164;0,0505;0,2776;0,0379;0,1262;0,0126;0,0883;0,0252;0,0252;0,0379;0,0757;0,0252;0,0631;0,0126;0,0379;0,0126;0,0126;0,0126;0,0505;0,0126;0,0126;0,0126;0,0126;0,0126;0,0252;0,0126;0,0126;0,0126;0,0126;0,0126;0,0126;0;0,0126;0;238,71;0,0252;0,4669;0,0505;2,9021;0,0631;1,8422;0,0379;0,2776;0,0379;0,3533;0,0252;0,1893;0,0252;0,1009;0,0379;0,1893;0,0252;0,2397;0,0252;0,4416;0,0126;0,0883;0,0252;0,1136;0,0252;0,0883;0,0126;0,1262;0,0126;0,0505;0,0126;0,0252;0,0126;0,0631;0,0126;0,0505;0,0126;0,0126;0,0126;0,0379;0;0,0126;0,0126;0,0126;0;0,0126;0;0;0
;;   ;   ;   ;   ;   ;17.10.2019;21:50:00.023;1,51;1,45;1,45;238,8;0,038;0,3292;0,0253;3,0771;0,0633;1,6715;0,038;0,2026;0,038;0,2026;0,0253;0,114;0,0127;0,152;0,038;0,4685;0,038;0,5698;0,0253;0,076;0,0127;0,076;0,0127;0,0507;0,0253;0,0633;0,0127;0,076;0,0127;0,038;0,0127;0,0253;0,0127;0,0253;0,0127;0,0253;0,0127;0,0253;0,0127;0,0127;0;0,0127;0;0;0;0,0127;0;0,0127;0;239,35;0,0507;0,2786;0,0633;2,8998;0,038;1,7348;0,0507;0,2153;0,038;0,3166;0,038;0,1646;0,0253;0,1646;0,038;0,1773;0,038;0,3925;0,038;0,1266;0,0127;0,0886;0,0253;0,0507;0,0253;0,0886;0,0253;0,0507;0,0127;0,0253;0,0127;0,0127;0,0127;0,0507;0,0127;0,0127;0,0127;0,0127;0,0127;0,0253;0;0,0127;0,0127;0,0127;0,0127;0,0127;0;0,0127;0;239,36;0,0253;0,4559;0,0633;2,7732;0,0507;1,8614;0,038;0,3166;0,0253;0,3166;0,0253;0,1646;0,0127;0,1013;0,0253;0,2279;0,0253;0,2659;0,0253;0,4812;0,0127;0,1393;0,0253;0,114;0,0253;0,114;0,0127;0,1266;0,0127;0,038;0,0127;0,0253;0,0127;0,076;0,0127;0,0507;0,0127;0,0253;0,0127;0,038;0;0,0127;0,0127;0,0127;0;0,0127;0;0,0127;0
;;   ;   ;   ;   ;   ;17.10.2019;22:00:00.186;1,48;1,42;1,39;236,65;0,0251;0,3514;0,0251;2,899;0,0627;1,7444;0,0376;0,2259;0,0376;0,3137;0,0251;0,138;0,0251;0,1129;0,0376;0,4267;0,0376;0,6024;0,0251;0,0627;0,0125;0,0502;0,0125;0,0753;0,0251;0,0627;0,0125;0,0627;0,0125;0,0251;0,0125;0,0251;0,0125;0,0251;0,0125;0,0251;0,0125;0,0125;0,0125;0,0251;0;0,0251;0;0,0125;0;0,0125;0;0,0125;0;237,19;0,0376;0,2635;0,0627;2,7986;0,0376;1,7068;0,0502;0,251;0,0376;0,4141;0,0376;0,1506;0,0251;0,1255;0,0376;0,2259;0,0376;0,4267;0,0251;0,1004;0,0125;0,1255;0,0251;0,0502;0,0251;0,0878;0,0125;0,0502;0,0125;0,0376;0,0125;0,0125;0,0125;0,0502;0,0125;0,0125;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0,0125;0,0125;0;0,0125;0;237,32;0,0251;0,4769;0,0627;2,5727;0,0502;1,8197;0,0376;0,3012;0,0251;0,4016;0,0251;0,1255;0,0125;0,138;0,0251;0,2259;0,0251;0,2761;0,0251;0,5271;0,0125;0,1506;0,0251;0,138;0,0251;0,1255;0,0125;0,1255;0,0125;0,0251;0,0125;0,0376;0,0125;0,0753;0,0125;0,0376;0,0125;0,0376;0,0125;0,0251;0;0,0125;0;0,0251;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;22:10:00.010;1,7;1,63;1,55;236,08;0,025;0,438;0,0375;3,5169;0,0626;1,7397;0,0375;0,2503;0,025;0,3755;0,025;0,0626;0,025;0,0751;0,0375;0,3004;0,025;0,4005;0,025;0,0751;0,025;0,0876;0,0125;0,0375;0,025;0,0501;0,025;0,0501;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,62;0,0501;0,2503;0,0501;3,4042;0,0375;1,6395;0,0501;0,2253;0,0375;0,4255;0,0375;0,0751;0,025;0,1502;0,0375;0,1627;0,0375;0,3504;0,025;0,1377;0,025;0,0876;0,025;0,0501;0,025;0,1001;0,025;0,0375;0,0125;0,0375;0,0125;0,0125;0,0125;0,0501;0,0125;0,0125;0,0125;0,0125;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0;236,71;0,025;0,4255;0,0626;3,1164;0,0375;1,7272;0,0375;0,3129;0,025;0,363;0,0125;0,1377;0,0125;0,1252;0,025;0,2128;0,025;0,1627;0,025;0,438;0,0125;0,0626;0,025;0,0501;0,025;0,1377;0,0125;0,1001;0,0125;0,0375;0,0125;0,0375;0,0125;0,0751;0,0125;0,025;0,0125;0,0375;0,0125;0,025;0;0,0125;0;0,025;0;0,025;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;22:20:00.096;1,68;1,58;1,5;236,2;0,025;0,4507;0,0376;3,4306;0,0501;1,8405;0,025;0,2629;0,025;0,3631;0,025;0,0751;0,025;0,0751;0,0376;0,2755;0,025;0,4382;0,025;0,0751;0,025;0,0626;0,0125;0,0876;0,025;0,0501;0,025;0,0376;0,0125;0,0125;0,0125;0,0125;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,8;0,0376;0,2504;0,0501;3,2428;0,0376;1,6903;0,0501;0,2254;0,0376;0,4257;0,0376;0,0876;0,025;0,2128;0,0501;0,0876;0,0376;0,4758;0,025;0,1753;0,025;0,0501;0,025;0,1127;0,025;0,1002;0,0125;0,0376;0,0125;0,0501;0,0125;0,025;0,0125;0,0376;0,0125;0,0125;0,0125;0,0125;0,0125;0,025;0;0,0125;0,0125;0;0,0125;0,0125;0;0,0125;0;236,76;0,025;0,4257;0,0626;2,9674;0,0376;1,7654;0,0376;0,3005;0,025;0,3381;0,0125;0,0876;0,0125;0,1628;0,025;0,2504;0,025;0,2128;0,025;0,4633;0,0125;0,1252;0,025;0,1127;0,0125;0,1252;0,0125;0,0876;0,0125;0,0501;0,0125;0,0501;0,0125;0,0751;0,0125;0,025;0,0125;0,0376;0,0125;0,025;0;0,0125;0;0,025;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;22:30:00.119;1,75;1,65;1,58;236,36;0,0251;0,4635;0,0376;3,6201;0,0626;1,8414;0,0251;0,238;0,0251;0,3132;0,0251;0,0626;0,0251;0,1002;0,0376;0,3006;0,0251;0,3257;0,0251;0,0376;0,0251;0,1002;0,0125;0,0626;0,0251;0,0376;0,0251;0,0376;0,0125;0,0125;0,0125;0,0125;0,0125;0,0251;0,0125;0,0251;0,0125;0,0125;0,0125;0,0125;0;0,0251;0;0,0125;0;0,0125;0;0,0125;0;236,88;0,0501;0,2255;0,0376;3,4322;0,0376;1,7161;0,0501;0,2129;0,0376;0,3633;0,0376;0,0877;0,0251;0,1879;0,0376;0,1127;0,0376;0,3507;0,0251;0,1754;0,0251;0,0626;0,0251;0,0877;0,0251;0,1127;0,0251;0,0376;0,0125;0,0501;0,0125;0,0125;0,0125;0,0501;0,0125;0,0125;0,0125;0,0125;0,0125;0,0251;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;236,95;0,0251;0,4384;0,0626;3,1942;0,0251;1,7537;0,0376;0,2881;0,0251;0,2631;0,0251;0,1002;0,0125;0,1628;0,0251;0,2129;0,0251;0,1628;0,0251;0,4259;0,0125;0,0752;0,0251;0,1002;0,0251;0,1127;0,0125;0,0877;0,0125;0,0376;0,0125;0,0626;0,0125;0,0877;0,0125;0,0376;0,0125;0,0376;0,0125;0,0251;0;0,0125;0;0,0251;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;22:40:00.132;1,73;1,68;1,58;234,51;0,0249;0,3979;0,0497;3,5933;0,0622;1,7034;0,0249;0,2114;0,0249;0,2238;0,0249;0,0622;0,0249;0,1368;0,0373;0,3481;0,0249;0,4849;0,0249;0,0622;0,0249;0,0746;0,0124;0,0622;0,0249;0,0373;0,0249;0,0497;0,0124;0,0124;0,0124;0,0249;0,0124;0,0124;0,0124;0,0124;0,0124;0,0249;0,0124;0,0124;0;0,0249;0;0,0124;0,0124;0,0124;0;0,0124;0;235,12;0,0373;0,2362;0,0622;3,5187;0,0373;1,6412;0,0497;0,2611;0,0373;0,3606;0,0249;0,1119;0,0249;0,1865;0,0373;0,1119;0,0373;0,4849;0,0249;0,1865;0,0249;0,0373;0,0249;0,1243;0,0249;0,087;0,0124;0,0373;0,0124;0,0497;0,0124;0,0124;0,0124;0,0373;0,0124;0;0,0124;0,0124;0,0124;0,0249;0;0,0124;0;0,0124;0;0,0124;0;0,0124;0;235,09;0,0249;0,4103;0,0746;3,1954;0,0497;1,6661;0,0249;0,286;0,0249;0,2611;0,0124;0,0622;0,0124;0,1741;0,0249;0,2362;0,0249;0,2611;0,0249;0,4476;0,0124;0,0995;0,0249;0,1243;0,0124;0,1368;0,0124;0,0995;0;0,0497;0,0124;0,0622;0,0124;0,0746;0,0124;0,0249;0,0124;0,0373;0,0124;0,0249;0;0,0124;0,0124;0,0249;0;0,0124;0;0,0124;0
;;   ;   ;   ;   ;   ;17.10.2019;22:50:00.027;1,74;1,71;1,6;234,07;0,0248;0,4099;0,0373;3,6267;0,0621;1,7016;0,0373;0,2111;0,0373;0,1987;0,0248;0,0745;0,0248;0,1242;0,0373;0,3105;0,0248;0,3353;0,0248;0,0745;0,0248;0,0994;0,0124;0,0373;0,0248;0,0248;0,0248;0,0497;0,0124;0,0373;0,0124;0,0248;0,0124;0,0248;0,0124;0,0248;0,0124;0,0248;0,0124;0,0124;0;0,0124;0;0,0124;0,0124;0,0124;0;0,0124;0;234,84;0,0497;0,2236;0,0497;3,5397;0,0373;1,7637;0,0497;0,2236;0,0373;0,2981;0,0373;0,0869;0,0248;0,1739;0,0373;0,1242;0,0373;0,3478;0,0248;0,1242;0,0248;0,0497;0,0248;0,0745;0,0248;0,1118;0,0248;0,0497;0,0124;0,0373;0,0124;0,0124;0,0124;0,0497;0,0124;0,0248;0,0124;0,0124;0,0124;0,0248;0,0124;0,0248;0,0124;0,0124;0;0,0124;0;0,0124;0;234,78;0,0248;0,385;0,0621;3,2044;0,0248;1,7761;0,0373;0,2608;0,0248;0,2732;0,0248;0,1366;0,0124;0,1739;0,0248;0,236;0,0248;0,1366;0,0248;0,385;0,0124;0,0869;0,0248;0,0621;0,0124;0,1242;0,0124;0,0994;0,0124;0,0373;0,0124;0,0621;0,0124;0,0994;0,0124;0,0373;0,0124;0,0248;0,0124;0,0248;0;0,0124;0,0124;0,0248;0;0,0124;0;0,0124;0
;;   ;   ;   ;   ;   ;17.10.2019;23:00:00.192;1,8;1,74;1,65;234,9;0,0249;0,4115;0,0374;3,8036;0,0499;1,7085;0,0249;0,2245;0,0374;0,1995;0,0249;0,0624;0,0249;0,1372;0,0499;0,2494;0,0249;0,1871;0,0249;0,0998;0,0249;0,0873;0,0125;0,0249;0,0249;0,0374;0,0249;0,0374;0,0125;0,0374;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;235,74;0,0374;0,2494;0,0624;3,654;0,0374;1,721;0,0499;0,212;0,0374;0,2993;0,0374;0,0624;0,0249;0,1746;0,0374;0,0998;0,0374;0,3242;0,0249;0,0998;0,0249;0,0374;0,0249;0,0624;0,0249;0,0998;0,0249;0,0499;0,0125;0,0249;0,0125;0,0125;0,0125;0,0499;0,0125;0,0249;0,0125;0,0125;0,0125;0,0249;0,0125;0,0249;0;0,0125;0;0,0125;0;0;0;235,54;0,0249;0,3991;0,0624;3,3672;0,0374;1,7709;0,0374;0,2494;0,0249;0,2993;0,0249;0,1372;0,0249;0,1621;0,0249;0,1995;0,0249;0,0873;0,0249;0,3118;0,0125;0,0748;0,0249;0,0499;0,0125;0,0998;0,0125;0,0873;0,0125;0,0374;0,0125;0,0499;0,0125;0,0873;0,0125;0,0499;0,0125;0,0249;0,0125;0,0249;0;0,0125;0,0125;0,0249;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;23:10:00.026;1,88;1,81;1,72;235,25;0,025;0,4247;0,05;3,997;0,05;1,7862;0,025;0,2373;0,0375;0,2248;0,025;0,0625;0,0375;0,1249;0,05;0,2623;0,025;0,1999;0,025;0,0874;0,025;0,0874;0,025;0,025;0,025;0,0375;0,025;0,0375;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,1;0,0375;0,1874;0,0625;3,8347;0,025;1,7487;0,0625;0,1999;0,0375;0,3123;0,025;0,0749;0,025;0,1624;0,0375;0,0625;0,0375;0,3747;0,025;0,1249;0,025;0,05;0,025;0,0749;0,025;0,1124;0,025;0,05;0,0125;0,025;0,0125;0,0125;0,0125;0,05;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0;0,0125;0;0;0;235,66;0,0625;0,3997;0,0625;3,5474;0,0874;1,8112;0,0749;0,2123;0,05;0,3123;0,05;0,0999;0,025;0,1874;0,0375;0,1874;0,025;0,0749;0,0125;0,2998;0,025;0,05;0,0125;0,05;0,0125;0,0749;0,0125;0,0749;0,0125;0,0375;0,0125;0,0375;0,0125;0,0749;0,0125;0,0375;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125
